codigo_iata,lat,lng
BCF,6.517000198364258,18.267000198364254
BOZ,6.344170093536377,16.3218994140625
NBN,-1.408615,5.624163
BSG,1.90547,9.80568
GEM,1.676437,11.024904
SSG,3.75527,8.70872
ASI,-7.970179,-14.392744
HLE,-15.958898,-5.646066
MRU,-20.430201,57.683601
RRG,-19.756696,63.359326
KVU,-18.215569,177.729767
NKW,-7.31327,72.411102
KBI,2.8738899231,9.9777803421
TKC,4.08919000626,9.3605298996
DLA,4.00608,9.71948
MMF,5.70417,9.30639
BLC,5.89527777778,10.0338888889
KLE,10.0925,14.4456
OUR,4.475,14.3625
GXX,10.3561,15.2372
MVR,10.45139980316162,14.257399559020996
FOM,5.63692,10.7508
NGE,7.357009887695312,13.559200286865234
BTA,4.54861,13.7261
GOU,9.334785,13.372129
DSC,5.45,10.067
BFX,5.536920070650001,10.3545999527
BPC,6.03924,10.1226
EBW,2.875999927520752,11.1850004196167
YAO,3.83604,11.5235
NSI,3.72256,11.5533
MMQ,-8.85917,31.336399
CIP,-13.5583,32.5872
CGX,-15.053957,25.985673
JEK,-15.6334,29.6036
CGJ,-12.5728,27.8939
KLB,-14.998818,22.648372
KMZ,-14.8,24.783001
KAA,-10.210169,31.123045
ZKB,-8.525,30.663
LVI,-17.821524,25.819642
LXU,-14.375891,23.248648
LUN,-15.330833,28.452722
MNS,-11.137,28.872601
MFU,-13.2589,31.9366
MNR,-15.2545,23.1623
ZGM,-15.9658,25.9333
RYL,-15.724789,29.303541
NLA,-12.96513,28.515624
SXG,-16.113,23.2982
KIW,-12.9005,28.1499
SJQ,-17.47632,24.306089
SLI,-12.173700332641602,26.365100860595703
FLT,62.4525985718,-157.988998413
BBZ,-13.535996,23.10559
ULI,10.0198,139.789993
HAH,-11.5337,43.2719
NWA,-12.298096,43.766496
AJN,-12.131047,44.430044
DZA,-12.809319,45.281815
RUN,-20.890087,55.518894
ZSE,-21.319362,55.422506
OHB,-18.9175,48.2181944444
WML,-20.3553902921,45.5433726311
ATJ,-19.839221,47.063713
WAQ,-18.701273,44.614921
VVB,-19.83300018310547,48.79999923706055
TNR,-18.7969,47.478802
JVA,-18.80501,45.273467
BMD,-19.686701,44.541901
ZVA,-19.562799,45.450802
MXT,-18.049999,44.033001
ILK,-19.58300018310547,48.803001403808594
TVA,-17.850083,44.920467
SMS,-17.093901,49.8158
TMM,-18.113537,49.392262
WTA,-17.476101,43.972801
MOQ,-20.2847,44.3176
WTS,-18.759677,46.054065
VAT,-19.383333,48.95
WAM,-17.795378,48.442583
DIE,-12.3494,49.291698
WBE,-14.544277,48.691413
WMR,-16.1639,49.7738
ZWA,-14.651700019836426,49.620601654052734
AMB,-13.1884,48.987999
WBD,-15.199999809265137,48.483001708984375
WPB,-15.584286,47.623587
ANM,-14.9994,50.320202
HVA,-14.629514,47.763555
MJN,-15.666842,46.351233
NOS,-13.3121,48.3148
DWB,-16.10169,45.358837
WMP,-16.071916,47.642953
BPY,-16.74453,44.482484
WMN,-15.437742,49.689081
SVB,-14.2786,50.174702
TTS,-16.751064,47.619016
VOH,-13.3758,50.0028
WAI,-14.8988,47.9939
WMA,-15.845992,48.834718
IVA,-13.484816,48.632702
WBO,-21.6069837647,45.1360201836
WMD,-21.0463049303,44.9404120445
FTU,-25.038099,46.9561
WFI,-21.441601,47.111698
RVA,-22.8053,47.820599
IHO,-22.4047202024,46.1649370193
MJA,-21.426105,44.316509
WVK,-22.119699,48.021702
OVA,-24.235694754699995,45.3045272827
MNJ,-21.201799,48.358299
TDV,-21.700000762939453,43.733001708984375
MXM,-21.753837,43.374753
TLE,-23.3834,43.7285
VND,-23.3507665915,47.5817012787
BKU,-23.732999801635746,44.38899993896485
AMP,-24.699699,44.7342
WAK,-22.2964423522,44.5315361023
AZZ,-7.86222,13.1161
SSY,-6.269899845123291,14.246999740600586
BUG,-12.609,13.4037
NBJ,-9.050734,13.499078
GGC,-14.105106,21.45083
CAB,-5.59839,12.188145
CFF,-8.78361,17.9897
PGI,-7.35889,20.804701
KNP,-9.76937,15.455319
CBT,-12.4792,13.4869
CTI,-15.1603,19.156099
CXM,-8.37361,18.923599
CAV,-11.8931,22.916239
FND,6.162443,73.28752
DUE,-7.400889873504639,20.818500518798828
VPE,-17.0435009003,15.683799743700002
NOV,-12.8089,15.7605
SVP,-12.404600143433,16.947399139404
LLT,-12.3712,13.5366
LBZ,-8.442339,20.732701
LAD,-8.85837,13.2312
LZM,-9.11596012115,18.0492992401
MEG,-9.525090217590332,16.312400817871094
SPP,-14.657600402832031,17.71980094909668
MSZ,-15.2612,12.1468
GXG,-7.754509925842285,15.287699699401855
PBN,-10.722,13.7655
VHC,-9.68907,20.4319
SZA,-6.141089916229248,12.371800422668455
NDD,-11.1679,13.8475
UAL,-10.7158,22.2311
SDD,-14.924839,13.576653
LUO,-11.7681,19.897699
UGO,-7.60307,15.0278
CEO,-11.4264,15.1014
XGN,-16.755399703979492,14.965299606323242
ARZ,-7.259277,12.862355
NZA,-7.716939926149999,21.358200073200003
AKE,-1.13967001438,13.9035997391
BGB,-0.1075,11.9438
KDN,-2.4,11.367
FOU,-1.278325,10.612497
MBC,-1.893056,11.9125
MGX,-2.455187,10.9358
KDJ,-0.183,10.75
KOU,-1.18461,12.4413
MJL,-1.84514,11.0567
OYE,1.5431100130081177,11.58139991760254
OKN,-0.665214,13.6731
LBQ,-0.704389,10.2457
MVX,2.152413,12.108044
AWE,-0.545,9.444
BMM,2.07564,11.4932
MFF,-1.526558,13.251332
MKB,0.976706,13.968462
POG,-0.711739,8.75438
OMB,-1.57473,9.26269
IGE,-1.930801,9.319577
MKU,0.5792109966278076,12.890899658203123
LBV,0.458951,9.41214
MZC,0.783,11.55
MVB,-1.65616,13.438
LTL,-0.826667,12.7486
TCH,-2.88848,10.955429
MYB,-3.458372,10.676539
FOY,8.3513,-10.2269
PCP,1.661155,7.411081
TMS,0.378175,6.71215
ANO,-16.18187,39.945217
BEW,-19.7964,34.9076
FXO,-14.815,36.529999
VPY,-19.15130043029785,33.42900085449219
IHC,-25.9971446991,32.9293518066
IBO,-12.350174,40.602297
INH,-23.8764,35.408501
VXC,-13.274,35.2663
LFB,-15.0331,40.6717
MPM,-25.920799,32.572601
MUD,-11.6729,39.563099
MZB,-11.3618,40.3549
MNC,-14.4882,40.7122
APL,-15.1056,39.281799
POL,-12.993302,40.524867
PDD,-26.826913,32.838444
UEL,-17.855499267578125,36.86909866333008
TET,-16.104799,33.640202
VNX,-22.018400192260746,35.31330108642578
VJB,-24.892909,33.753024
JAH,43.286667,5.603889
DES,-5.6967,53.6558
SEZ,-4.67434,55.521801
FSL,-18.1321,125.7873
PRI,-4.319256,55.691561
BDI,-3.723683,55.206106
DEI,-3.802067,55.667439
FRK,-4.582785,55.944928
SRH,9.14444,18.374399
OGR,10.288345,15.379561
AEH,13.847,20.844299
MQQ,8.628503,16.074241
LTC,9.3979,16.3125
ATV,13.239778,18.315893
NDJ,12.1337,15.034
BKR,12.385511,17.070989
OTC,13.443574,14.739254
MVO,12.17048,18.675642
AMC,11.0340003967,20.2740001678
PLF,9.37806,14.925
OUT,10.483,16.716999
AMO,14.1456,15.3144
FYT,17.917101,19.111099
FUB,-6.1518,150.6264
BZH,-16.816485,28.344786
BUQ,-20.016284,28.622897
CHJ,-20.206699,32.6283
BFO,-21.008101,31.5786
VFA,-18.097437,25.836867
HRE,-17.931801,31.0928
KAB,-16.5198,28.885
MJW,-21.231,32.3336
UTA,-18.997499465942,32.627201080322
MVZ,-20.0553,30.8591
GWE,-19.436718,29.861945
HWN,-18.6299,27.021
WKI,-18.362967,26.519791
CEH,-10.557293,33.797109
BLZ,-15.677189,34.972319
CMK,-14.306483,35.131477
DWA,-12.517527,34.131877
KGJ,-9.953571,33.893264
KBQ,-13.0146,33.468601
LLW,-13.7894,33.780998
LIX,-12.079787,34.736253
MYZ,-14.0836000443,34.9197006226
LMB,-13.755893,34.584188
ZZU,-11.4447,34.011799
LEF,-29.8908,28.6556
LRB,-28.8556,28.052799
LES,-29.755583,28.357054
MSG,-29.840562,28.77668
MFC,-29.8011,27.243601
MKH,-29.281799,29.0728
MSU,-29.456277,27.554456
NKU,-30.021699905396,28.196899414062
PEL,-29.088056,28.497222
UTG,-30.407499,27.6933
UNE,-30.1117,28.6719
SHK,-29.731088,28.767945
SKQ,-30.0389,28.3703
SOK,-29.8386,28.059999
SHZ,-29.267599,28.552299
THB,-29.5228,28.615801
TKO,-29.233,28.882999
AIW,-27.995,17.5966
ADI,-22.461875,14.979322
GOG,-22.5044,18.973101
GFY,-19.6022,18.1227
HAL,-19.0285,16.4585
KAS,-28.0297,18.7385
MPA,-17.634258,24.176688
KMP,-26.539801,18.111401
LHU,-18.116495,23.39346
LUD,-26.687400817871094,15.242899894714355
MJO,-21.0233001709,16.4528007507
MQG,-22.0106,17.37
OKU,-18.812799,17.059401
NNI,-18.8064,16.9272
OND,-17.878201,15.9526
OMG,-18.0303,22.189699
OMD,-28.585318,16.44638
OKF,-19.1492,15.9119
OPW,-18.056022,13.852061
OHI,-17.797,15.6993
OTJ,-20.433012,16.660801
NDU,-17.956499,19.7194
RHN,-27.8764,16.6478
SWP,-22.6619,14.5681
SZM,-24.5128,15.7467
TCY,-19.972112,13.025486
TSB,-19.262079,17.732509
WVB,-22.979332,14.647102
ERS,-22.60492,17.079002
WDH,-22.4799,17.4709
FIH,-4.38575,15.4446
NLO,-4.32666015625,15.327500343323
MNB,-5.930637,12.351334
BOA,-5.854,13.064
LZI,-4.943881,14.123337
MAT,-5.79961,13.4404
NKL,-5.421,14.8169
INO,-1.94722,18.285801
NIO,-2.717453,17.685735
FDU,-3.31132,17.381701
KRZ,-1.499806,18.928456
KKW,-5.03577,18.785601
IDF,-4.970605,19.57867
MSM,-4.783,17.85
MDK,0.0226000007242,18.2887001038
BSU,1.224789,19.788097
LIE,3.626584,18.638477
BDT,4.252745,20.975271
GMA,3.23537,19.771299
KLI,4.156991,21.66667
BMB,2.183261,22.479572
LIQ,2.17066,21.496901
BNB,-0.286652,20.883551
IKL,-1.048109,23.372501
FKI,0.481639,25.337999
YAN,0.783,24.466999
IRP,2.82761,27.588301
BUX,1.565743,30.220685
BZU,2.818058,24.793997
BKY,-2.30898,28.8088
RUE,0.117142,29.312992
GOM,-1.666758,29.238037
BNC,0.575,29.4739
KND,-2.91917991638,25.9153995514
KLY,-2.578,26.733999
PUN,-1.390698,26.348146
FBM,-11.591494,27.530753
PWO,-8.400768,28.926285
KEC,-10.355228,28.617243
KWZ,-10.7659,25.505699
MNO,-7.28889,27.3944
BDV,-7.08488,29.737072
FMI,-5.87556,29.25
KBO,-6.083,26.917
KOO,-5.393898,26.989932
KMN,-8.728878,24.991407
KAP,-8.371157,22.647457
KNM,-7.599343,24.158592
KGA,-5.90005,22.4692
LZA,-7.189971,22.39254
TSH,-6.43833,20.794701
LJA,-3.462745,23.615162
LBO,-4.96167,23.3783
MEW,-4.855027,21.541786
BAN,-4.315802,20.414891
PFR,-4.329919,20.590124
MJM,-6.121240139010001,23.5690002441
KBN,-6.120761,24.546204
NKA,0.3843,9.75364
GIM,-0.02894,11.418021
GAX,-2.785278,10.047222
BKO,12.5335,-7.94994
GUD,16.358426,-3.604536
GAQ,16.248466,-0.005389
KNZ,12.839046,-11.253397
KYS,14.482521,-11.399335
MZI,14.5128,-4.07956
NRM,15.22913,-7.261965
NIX,15.2381,-9.57611
KSS,11.328611,-5.684722
TOM,16.730499,-3.00758
EYL,15.123682,-10.571177
QUY,52.357117,-0.107787
PZE,50.130376,-5.513946
FLH,58.825802,-3.14278
FOA,60.121725,-2.053202
GBM,3.32294,42.21309
BJL,13.338,-16.652201
FUE,28.4527,-13.8638
GMZ,28.0296,-17.2146
VDE,27.8148,-17.8871
SPC,28.626499,-17.7556
LPA,27.9319,-15.3866
ACE,28.945499,-13.6052
TFS,28.0445,-16.5725
GCV,-29.9494,-50.98505
TFN,28.482752,-16.341707
JCU,35.892657,-5.306321
MLN,35.2798,-2.95626
OYC,3.172847,-52.336142
KBS,7.9444,-11.761
GBK,7.812535,-12.377815
HGS,8.394348,-13.128891
KBA,9.63832291343,-11.5155601501
KEN,7.896364,-11.174126
FNA,8.61644,-13.1955
WYE,8.61047,-11.0454
BQE,11.297356,-15.838079
OXB,11.894262,-15.653596
GHE,8.0644,-78.3673
JJU,60.76383,-46.065001
QCU,68.744273,-52.340369
UCN,5.905503,-10.058262
CPA,4.378805,-7.696647
SNI,5.032124,-9.064236
MLW,6.28906,-10.7587
NIA,7.494459,-8.584514
ROB,6.23379,-10.3623
SAZ,4.681845,-8.434668
THC,6.04565,-8.138723
VOI,8.32347,-9.769249
AGA,30.322478,-9.412003
TTA,28.447563,-11.161749
OZG,30.265788,-5.860808
UAR,32.514306,-1.983056
FEZ,33.927299,-4.97796
ERH,31.9475002289,-4.39833021164
MEK,33.879101,-5.51512
OUD,34.789558,-1.926041
SMW,26.731987,-11.683655
GMD,33.655399,-7.22145
BEM,32.401895,-6.315905
RBA,34.051498,-6.75152
VIL,23.7183,-15.932
ESU,31.397499,-9.68167
EUN,27.142467,-13.224947
CMN,33.3675,-7.58997
NDR,34.9888,-3.02821
RAK,31.604807,-8.035788
NNA,34.298901,-6.59588
OZZ,30.9391,-6.90943
AHU,35.177101,-3.83952
TTU,35.594299,-5.32002
TNG,35.731741,-5.921459
GNU,59.117561,-161.575241
DSS,14.670878,-17.072829
KDA,12.898604,-14.968322
ZIG,12.55559,-16.283298
CSK,12.39533,-16.748
KLC,14.146900177001951,-16.051300048828125
DKR,14.742337,-17.479222
MAX,15.5936,-13.3228
POD,16.678155,-14.964957
RDT,16.437816,-15.656376
XLS,16.049814,-16.461039
BXE,14.847299575805664,-12.468299865722656
KGG,12.57229995727539,-12.22029972076416
SMY,13.046799659729004,-13.29539966583252
TUD,13.7368,-13.6531
AEO,16.711299896240234,-9.637880325317385
OTL,17.52832,-14.71412
THI,18.433942,-9.486411
TIY,18.570101,-11.4235
BGH,16.63331413269043,-14.200000762939451
KFA,16.59,-11.4062
TMD,16.233671,-8.163464
EMN,16.622,-7.3166
AJJ,19.727998,-14.377214
KED,16.1595,-13.5076
MOM,17.75,-12.5
NKC,18.31,-15.969722
SEY,15.179699897766112,-12.207300186157228
THT,17.23157,-10.77923
ATR,20.505823,-13.043744
FGD,22.673551,-12.729262
NDB,20.932404,-17.030199
OUZ,22.757345,-12.482228
GRC,4.571,-8.2076
CIQ,14.83092,-89.520938
DON,17.6124,-89.6884
ENJ,14.106931,-90.817496
PCG,17.2639007568,-90.2563018799
UAX,17.393888,-89.632744
CKY,9.57689,-13.612
GUE,-3.583167,141.5895
FIG,10.3506,-13.5692
FAA,10.0354995728,-10.7698001862
KSI,9.1605596542358,-10.124400138855
LEK,11.337512,-12.290869
MCA,8.481456,-9.526048
NZE,7.810413,-8.702073
BKJ,10.9658,-14.2811
SBI,12.575315,-13.363349
GII,11.399833,-9.18841
SID,16.7414,-22.9494
NTO,17.202800750732422,-25.090599060058597
BVC,16.136499,-22.888901
MMO,15.15590000152588,-23.213699340820312
MTI,15.045,-24.339199
RAI,14.941126,-23.484728
SFL,14.8850002289,-24.4799995422
SNE,16.588852,-24.284132
VXE,16.833363,-25.055308
KNN,10.448438,-9.228757
BCG,7.640212,-58.961786
BTO,4.217511,-55.447054
DOE,4.005713,-55.481644
ADD,8.97789,38.799301
AMH,6.03939,37.5905
AXU,14.1468,38.7728
BJR,11.6081,37.321602
BEI,9.38639,34.5219
DSE,11.10975,39.725911
DEM,8.554,34.858002
DBM,10.321501,37.741887
DIR,9.623549,41.855027
DBT,11.884808,38.009241
FNH,9.584387,37.377855
GOB,7.119033,40.045166
GNN,7.15000009537,40.716999054
GMB,8.12876,34.563099
GDQ,12.5199,37.433998
GDE,5.93513011932,43.5786018372
GOR,8.1614,35.5529
QHR,8.7163,39.0059
HUE,13.83012,36.88237
JIJ,9.331907,42.911811
BCO,5.749655,36.560165
JIM,7.66609001159668,36.81660079956055
ABK,6.732577,44.241339
LFO,5.6570000648498535,44.34999847412109
AWA,7.100611,38.396455
LLI,11.975225,38.980198
MKS,10.7254,38.7415
MQX,13.4674,39.533501
ETE,12.932999610899998,36.1669998169
NDM,9.767,35.099998
MUJ,5.8646,35.7485
MTF,6.9571,35.5547
EGL,5.2897,39.7023
NEJ,9.55,35.466995
NEK,9.034333,36.613154
PWI,11.3126,36.4164
SXU,6.80281,37.68622
SKR,5.6923,38.9764
HIL,6.077545,44.763736
SZE,11.7875,40.9915
ASO,10.018500328063965,34.586299896240234
TIE,7.2024,35.415
WRA,6.9724,45.3334
HAZ,-4.4033,145.2056
BJM,-3.32402,29.318501
GID,-3.417209,29.911308
KRE,-2.544772,30.094575
HBT,6.124043,81.103
ALU,11.9582,50.748
BIB,3.10192,43.627137
CXN,11.495627,49.909816
BSY,2.330195,42.311802
HCM,8.104,49.82
BSA,11.275235,49.139231
GSR,9.545975,49.119148
HGA,9.514082,44.083469
BBO,10.385035,44.936723
LGX,3.8124,42.5459
KMU,-0.377353,42.459202
MGQ,2.01444,45.304699
BLW,4.766976,45.2388
CMO,5.358003,48.515281
GLK,6.78082990646,47.45470047
CMS,10.313889,50.205556
ERA,10.642050549,47.3879814148
BUO,9.5275,45.5549
GGR,8.458474,48.568136
JIB,11.5473,43.1595
AII,11.146889,42.72
MHI,11.72975,43.209559
OBC,11.967000007629396,43.266998291015625
TDJ,11.787037,42.917376
EMY,28.090509,30.738738
RDL,30.410714,33.15535
SQK,31.47201,25.879272
DBB,30.924324,28.46161
AAC,31.055324,33.827964
ATZ,27.045962,31.01276
HBE,30.93249,29.696437
ABS,22.375924,31.611734
CAI,30.111534,31.396694
CCE,30.06465,31.839974
DAK,25.41116,29.003273
HRG,27.176776,33.796692
EGH,31.078138,34.153131
UVL,25.471483,30.588491
LXR,25.671018,32.706446
RMF,25.555548,34.59245
MUH,31.324313,27.22227
HEO,-9.13658,147.598434
GSQ,22.584256,28.721609
PSD,31.279285,32.240582
SKV,28.684292,34.064409
HMB,26.342515,31.743017
SSH,27.977272,34.394717
ASW,23.961075,32.820382
SEW,29.346234,25.505624
SPX,30.108179,30.895728
TCP,29.594496,34.775752
ELT,28.208964,33.645483
HEY,31.34600067,-85.65429688
HGT,35.9935,-121.237
ASM,15.2919,38.910702
MSW,15.67,39.370098
ASA,13.0718,42.645
TES,15.104322,36.681711
HPV,22.209313,-159.44515
WKL,19.920546,-155.860628
JUB,4.87201,31.601101
ASV,-2.644786,37.252922
HKB,63.9958,-144.6926
EDL,0.404458,35.238899
EYS,3.236405,35.974938
KLK,3.49161,35.836777
GAS,-0.463508,39.6483
HOA,-1.521276,40.003621
NBO,-1.318886,36.928233
KEU,-1.586345,35.257455
GGM,0.271353,34.78812
KIS,-0.086139,34.728901
ILU,-2.906848,38.071738
KEY,-0.3899,35.242093
KTL,0.971989,34.958599
LKG,4.20412,34.348202
LOK,3.12197,35.6087
LAU,-2.252431,40.912892
LOY,2.763605,36.718325
NDE,3.933816,41.844114
RBT,2.344254,37.999996
JJM,0.165083,38.195141
MYD,-3.22931,40.1017
MBA,-4.03483,39.5942
MRE,-1.404588,35.008349
OYL,3.46972,39.101398
NYE,-0.364414,36.978485
NUU,-0.298419,36.159193
NYK,-0.062352,37.041296
WIL,-1.32172,36.8148
UAS,0.534069,37.531991
UKA,-4.29333,39.571098
WJR,1.73324,40.091599
SRX,31.058578,16.597095
GHT,25.1455993652,10.1426000595
AKF,24.178699493408203,23.31399917602539
BEN,32.096802,20.269501
MJI,32.89177,13.287878
LAQ,32.789036,21.954864
SEB,26.992452,14.466162
LMQ,30.378099,19.576401
MRA,32.325001,15.061
NFR,29.2132,21.5924
HUQ,29.1101,15.9656
LTD,30.145484,9.702095
TOB,31.861,23.907
QUB,26.567499,12.8231
ZIS,31.774878,12.25006
WAX,32.952301,12.0155
EDQ,14.235833,-88.437225
HOO,11.9787,107.5638
HRC,48.3974,70.1915
GYI,-1.6772,29.2589
BTQ,-2.59583,29.7367
KGL,-1.96863,30.1395
RHG,-1.496873,29.631343
KME,-2.462239980697632,28.907899856567383
ATB,17.709928,34.057205
EDB,18.0146,30.9595
DOG,19.153666,30.430069
RSS,11.7859,34.3367
ELF,13.61489963531494,25.32460021972656
DNX,12.532999992370604,35.06700134277344
EGN,13.481882,22.467119
HEG,9.994933,29.397718
HSJ,34.842153,113.273983
KSL,15.387499809265137,36.328800201416016
GBU,14.925,35.877998
KDX,11.137999534600002,29.7010993958
RBX,6.831074,29.669073
MWE,18.443333,31.843333
NUD,12.735513,28.410841
UYL,12.0535,24.9562
NHF,15.3556,35.727798
EBD,13.1532,30.2327
PZU,19.434558,37.234125
KRT,15.5895,32.5532
MAK,9.558739,31.651937
WHF,21.802698,31.521578
WUU,7.72583,27.975
ZLX,12.9437,23.5631
ARK,-3.3677899837493896,36.63330078125
BKZ,-1.332,31.8212
DAR,-6.873499,39.207288
DOD,-6.170559,35.756036
GTC,-2.74233,31.70683
GTZ,-2.160833,34.225556
MBI,-8.919942,33.273981
IRI,-7.66863,35.752102
TKQ,-4.8862,29.6709
KIY,-8.91123,39.508619
JRO,-3.427049,37.07353
LDI,-9.851005,39.75911
LKY,-3.37631,35.818298
MFA,-7.917478,39.668502
MWN,-3.521332,33.615542
XMI,-10.733,38.766998
NPY,-6.355374,31.084116
QSI,-3.36333,37.3269
MYW,-10.336204,40.181997
MUZ,-1.503,33.8021
MWZ,-2.446563,32.936049
NCH,-10.3575,38.779202
JOM,-9.35,34.799999
PMA,-5.25726,39.811401
SEU,-2.45806,34.822498
SGX,-10.683,35.583
SUT,-7.948889,31.610278
SHY,-3.6093,33.5035
TBO,-5.07639,32.833302
TGT,-5.09236,39.071201
ZNZ,-6.22202,39.224899
RUA,3.049152,30.911714
EBB,0.042386,32.443501
ULU,2.805560111999512,32.27180099487305
JIN,0.453094,33.19356
KJJ,0.1968,32.55297
KSE,0.183,30.1
MBQ,-0.555278,30.5994
KCU,1.75806,31.7367
PAF,2.326563,31.497698
SRT,1.7276899814605713,33.622798919677734
TRY,0.683,34.167
HWI,58.127399,-134.755997
HYL,55.481529,-132.646008
HZU,30.677339,104.529397
IBI,-5.5536,149.19
IBL,-21.708,35.452801
ICO,11.4595,123.2506
PPJ,-5.644444,106.5625
GXM,-1.128903,113.873075
FSH,2.269614,97.967863
ENG,-5.305621,102.189546
WDB,0.467938,127.948242
GYO,3.94548,97.35968
DHX,-7.749527,111.946831
SKJ,0.789936,108.960395
RUF,-3.628919,140.953689
AAS,-3.882495,139.310932
AGD,-1.3858,133.8737
AKQ,-4.611588,105.231968
ELR,-3.785922,139.384497
EWE,-5.496185,138.078361
GAV,-0.400556,129.895004
IUL,-3.7051,138.2002
KOD,-0.266669988632,116.583335876
KRC,-2.094042,101.47025
LLN,-3.728968,138.710117
MSI,-5.583330154418945,114.43299865722656
NAF,2.72305011749,117.125999451
OBD,-3.9106,136.2306
RKI,-2.094167,99.699167
TMY,-3.9256,138.4555
UGU,-3.739503,137.031183
IMA,-9.5107,150.5246
IMG,-18.41,35.0045
PYG,27.2313,88.587196
AYJ,26.747736,82.163664
SDW,16.002552,73.529846
NMI,18.984597,73.065253
RQY,13.858024,75.618868
HGI,26.96683,93.638792
DXN,28.179868,77.611843
AHA,22.98753,83.19612
JGB,19.074301,82.036797
RJI,33.377899,74.315201
INE,-18.59,36.4489
IOK,-8.401,146.277
IOP,-8.3614,147.84
IRU,9.299746,80.448627
TQR,42.117775,15.490655
ITK,-9.201527,148.264261
IVI,8.4693,-79.0016
JIO,-8.140683,127.909669
JLA,60.484235,-149.722909
JMB,-14.698193,16.070148
JPN,38.874908,-77.056682
JRA,40.755107,-74.006896
JRB,40.700711,-74.008573
JUH,30.7403,117.6856
AMK,37.203201,-107.869003
BDX,45.470462,-105.457145
EUE,39.6041984558,-116.004997253
KPT,41.97600173949999,-114.657997131
RLA,37.935699,-91.813499
FID,41.252099,-72.032218
HUD,42.734831,-94.245315
TWD,48.053799,-122.810997
MVM,36.716444,-110.228444
HCC,42.291302,-73.710297
AHD,34.1469993591,-97.1227035522
GCW,35.985787,-113.817072
CKE,38.9906005859,-122.901000977
ROF,41.7304000854,-122.54599762
CNE,38.429739,-105.108562
RSX,44.991699,-73.363073
COP,42.629552,-74.890445
CIL,64.89790344240001,-163.70300293
NWH,43.3881,-72.189301
IRB,30.9057006836,-101.891998291
ODM,39.580819,-79.33573
GNF,39.943902,-120.945
CHZ,42.57944,-121.879063
LTW,38.315399,-76.550102
USC,34.687046,-81.64105
AHF,40.341576,-99.907839
PCT,40.3992004395,-74.6588973999
CTO,40.9151,-72.791901
NRI,36.577598571777,-94.86190032959
GTP,42.510101,-123.388
NLE,41.835899353027,-86.225196838379
GCD,47.922000885,-119.083000183
VLE,35.65060043335,-112.14800262451
FPY,30.0693,-83.580597
NTJ,39.32910156,-111.6149979
SBO,39.0290985107,-111.837997437
JVI,40.5243988037,-74.59839630130001
UCE,30.466299057007,-92.423797607422
GOL,42.41339874,-124.4240036
KKT,40.758733,-87.429457
PRW,45.538313,-90.275978
EGP,28.859766,-100.516682
BLD,35.947161,-114.858799
MFH,36.833105,-114.055928
ECA,44.312801,-83.422302
FMU,43.98279953,-124.111000061
OTS,48.498513,-122.662513
ROL,40.278301,-110.051003
CTK,43.308842,-96.571225
WPO,38.831412,-107.645763
ATE,34.1926002502,-95.6499023438
ASQ,39.467708,-117.197576
AAF,29.727501,-85.027496
ABE,40.651773,-75.442797
ABI,32.4113006592,-99.6819000244
ABQ,35.039976,-106.608925
ABR,45.449100494384766,-98.42179870605467
ABY,31.532946,-84.196215
ACB,44.988602,-85.198402
ACK,41.25310135,-70.06020355
ACT,31.611299514770508,-97.23049926757812
ACV,40.978101,-124.109
ACY,39.456201,-74.577511
ADG,41.866205,-84.077983
ADT,34.805214,-96.671988
ADM,34.30301,-97.0196342
ADS,32.9686012268,-96.8364028931
ADW,38.810799,-76.866997
KAE,56.973,-133.945999
AEL,43.68149948,-93.36720276
AEX,31.325828,-92.546702
KAF,-6.2655,155.3052
AFF,38.972497,-104.821125
WSG,40.136501,-80.290199
AFN,42.805099,-72.002998
AFO,42.7112007141,-110.942001343
AFW,32.99044,-97.31947
AGC,40.354401,-79.930199
AGO,33.228001,-93.217002
AGS,33.3699,-81.9645
AHC,40.26620102,-120.1529999
AHH,45.2811012268,-92.3753967285
AHN,33.948842,-83.325634
AIA,42.052543,-102.803965
AID,40.10860061649999,-85.6129989624
AIK,33.649399,-81.684998
AIO,41.40729904,-95.04689789
AIV,33.106499,-88.1978
AIZ,38.0960006714,-92.54949951170002
KAK,-6.2452,143.5516
AKO,40.1755981445,-103.222000122
AKC,41.037355,-81.46784
ALB,42.748299,-73.801697
ALI,27.7409,-98.026901
ALM,32.837818,-105.993149
ALN,38.89030075069999,-90.0459976196
ALO,42.55709838867188,-92.40029907226562
ALS,37.434898,-105.866997
ALW,46.09489822,-118.288002
ALX,32.914699554399995,-85.9629974365
AMA,35.217857,-101.706444
AMN,43.322101593,-84.68800354
AMW,41.992001,-93.621803
ANB,33.5882,-85.8581
AND,34.4945983887,-82.70939636230001
SLT,38.5383,-106.049004
ANP,38.942902,-76.568398
ANQ,41.639702,-85.083504
ANW,42.579201,-99.992995
ANY,37.158501,-98.079597
AOH,40.706902,-84.026703
AOO,40.296398,-78.32
APA,39.57009888,-104.848999
APC,38.2132,-122.280998
APF,26.1525993347,-81.7752990723
APG,39.466202,-76.1688
APH,38.068631,-77.319318
APN,45.0780983,-83.56030273
APT,35.060699,-85.585297
APV,34.575298309299995,-117.185997009
ARA,30.0378,-91.883904
ARB,42.2229995728,-83.74559783939999
ARG,36.124667,-90.925111
WHT,29.254299,-96.154404
